Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
7674,Chipotle,7,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,4.0,5.0,7.0,6.0,,7.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,4.0,7.0,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,,6.0,7.0
7674,Firehouse Subs,6,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,5.0,5.0,6.0,7.0,,7.0,7.0,6.0,7.0,6.0,7.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0
7695,Jersey Mikes,5,5.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
7695,Panera,6,7.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,6.0,5.0,6.0,6.0,,5.0,4.0,7.0,6.0,5.0,4.0,6.0,5.0,6.0,,7.0,5.0,7.0,5.0
7703,Subway,5,7.0,6.0,4.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,,7.0,7.0,6.0,7.0,5.0,,7.0,6.0,7.0,6.0,7.0,7.0,7.0,,3.0,,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0
7703,McDonalds,6,6.0,7.0,6.0,6.0,6.0,,5.0,5.0,6.0,6.0,,6.0,7.0,4.0,6.0,7.0,,4.0,6.0,7.0,5.0,3.0,7.0,7.0,6.0,7.0,,5.0,7.0,5.0,7.0,5.0,7.0,6.0,5.0,7.0,,,7.0,7.0
7706,Firehouse Subs,5,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0
7706,Panera,5,6.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
7711,Subway,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
7711,McDonalds,2,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,,,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,,4.0,4.0,,,,4.0,4.0,4.0,3.0,4.0,3.0,,2.0
7719,Chipotle,6,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
7719,Panera,4,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0
7721,Jersey Mikes,5,5.0,5.0,6.0,4.0,7.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0
7721,Jimmy Johns,4,5.0,5.0,5.0,5.0,4.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,7.0
7738,Chipotle,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7738,Jimmy Johns,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
7756,Chipotle,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0
7756,Firehouse Subs,1,7.0,1.0,1.0,7.0,7.0,7.0,2.0,1.0,7.0,7.0,4.0,1.0,6.0,5.0,1.0,1.0,,1.0,1.0,7.0,1.0,7.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,7.0,6.0,7.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0
7757,Jersey Mikes,2,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0
7757,Panera,4,7.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,5.0,,6.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0,,7.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0
7763,Jersey Mikes,6,5.0,6.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0
7763,Jimmy Johns,5,6.0,4.0,5.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0
7766,Chipotle,2,5.0,4.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,4.0,,5.0,3.0,1.0,,2.0,5.0,5.0,3.0,7.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,3.0,4.0,1.0,4.0
7766,Panera,5,5.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0
7786,Subway,7,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0
7786,Firehouse Subs,7,7.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0
7800,Jersey Mikes,5,5.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0
7800,Jimmy Johns,5,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0
7804,Firehouse Subs,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0
7804,McDonalds,5,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,7.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
7806,Chipotle,5,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
7806,Jimmy Johns,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7832,Subway,7,6.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0
7832,McDonalds,7,6.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,,7.0,6.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
7834,Firehouse Subs,7,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0
7834,Panera,7,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
7847,Subway,5,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
7847,Chipotle,3,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,,3.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0
7860,McDonalds,6,7.0,5.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
7860,Panera,6,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,3.0,5.0,4.0,6.0,6.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0
7910,Jersey Mikes,6,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0
7910,Jimmy Johns,7,6.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0
7928,Jersey Mikes,6,6.0,5.0,7.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,7.0,5.0,5.0,3.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,,6.0,5.0
7928,Panera,7,7.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
7935,Jersey Mikes,6,7.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0
7935,Jimmy Johns,5,5.0,7.0,7.0,7.0,4.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0
7945,Chipotle,3,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0
7945,Jimmy Johns,5,6.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0
7957,Jersey Mikes,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7957,Jimmy Johns,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7986,Chipotle,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7986,McDonalds,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
8001,Firehouse Subs,4,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0
8001,Jimmy Johns,5,7.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,7.0,6.0,5.0,7.0
8017,Firehouse Subs,7,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
8017,Panera,6,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
8021,Chipotle,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
8021,Panera,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0
8044,Subway,7,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,6.0,4.0,7.0,3.0,4.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,3.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0
8044,McDonalds,7,7.0,7.0,7.0,7.0,7.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,7.0,4.0,6.0,5.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,7.0,1.0,6.0,2.0,2.0,1.0,2.0,7.0,7.0,7.0,5.0,4.0,1.0,5.0
8051,Subway,7,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,5.0,4.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
8051,Jimmy Johns,6,5.0,7.0,3.0,3.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,4.0,5.0
8060,Jersey Mikes,4,7.0,7.0,,,7.0,,,7.0,,,5.0,5.0,,,6.0,7.0,,,,,,7.0,,,,,3.0,7.0,,5.0,,7.0,,,7.0,,,,,
8060,Panera,4,,,4.0,7.0,,,,,,,,3.0,,3.0,3.0,4.0,,,,,,,,,,,3.0,,,,,,,,4.0,7.0,,,,
8097,Chipotle,6,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
8097,Jersey Mikes,2,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
8122,Firehouse Subs,4,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,7.0,4.0,4.0,5.0,6.0,5.0,5.0,2.0
8122,McDonalds,6,5.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,6.0,7.0,7.0,5.0,4.0,6.0,7.0,6.0,7.0,5.0,4.0
8126,Firehouse Subs,6,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
8126,Jimmy Johns,4,6.0,5.0,6.0,4.0,4.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,7.0,6.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,,5.0,6.0
8130,Chipotle,2,5.0,5.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,6.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,2.0,2.0,5.0,6.0,3.0,3.0,5.0,3.0
8130,Jersey Mikes,6,4.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0
8165,Subway,4,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0
8165,McDonalds,4,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0
8171,Firehouse Subs,5,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0
8171,Jersey Mikes,4,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0
8192,Subway,2,4.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,6.0,1.0,3.0
8192,Chipotle,5,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,6.0,5.0,3.0,3.0,6.0,2.0,2.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0
8198,Chipotle,7,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0
8198,McDonalds,7,7.0,6.0,,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0
